transaction_id,portfolio_id,transaction_type,transaction_date,asset_type,asset_name,units,transaction_price,total_amount
3755757,7602,Sell,2023-01-19,Stock,Scott-Dougherty Real Estate,87.65,999.13,87573.74
9425307,6590,Dividend,2022-10-19,Real Estate,"Fry, Hawkins and Ramos Bond",8.44,512.79,4327.95
6367627,1204,Dividend,2022-10-31,Real Estate,David-Keith Bond,86.42,570.01,49260.26
8864860,7258,Dividend,2022-12-18,Stock,Johnson Ltd Bond,12.34,266.54,3289.1
6949629,4566,Dividend,2023-08-14,Mutual Fund,Farrell PLC Real Estate,84.9,208.86,17732.21
3694835,8977,Sell,2023-08-10,Mutual Fund,"Watts, Buckley and Hamilton Real Estate",6.85,848.51,5812.29
5888274,5227,Sell,2023-12-07,Bond,"Bishop, Cole and Chaney Bond",51.82,602.28,31210.15
6394200,9525,Dividend,2024-01-24,Bond,Aguirre Ltd Bond,5.75,945.88,5438.81
8646677,8002,Sell,2024-08-10,Stock,"Werner, Phillips and Lopez Mutual Fund",49.55,913.12,45245.1
6970997,8582,Sell,2023-10-05,Real Estate,Moore-Russell Stock,49.17,714.35,35124.59
6300085,5108,Sell,2024-09-19,Bond,"Odom, Campos and Reyes Bond",54.75,615.26,33685.49
1842895,5390,Buy,2024-01-13,Bond,Davis-Rich Bond,98.49,562.55,55405.55
7309062,5663,Dividend,2024-06-01,Mutual Fund,Sanchez-Juarez Real Estate,59.43,551.19,32757.22
1966029,4351,Dividend,2024-06-22,Bond,Davis Ltd Stock,20.4,756.91,15440.96
6018402,7655,Sell,2024-01-09,Mutual Fund,Brown-Gibbs Mutual Fund,29.8,923.32,27514.94
1150619,1845,Buy,2023-11-27,Stock,Wright Ltd Bond,86.67,334.46,28987.65
1452096,4843,Buy,2023-06-06,Stock,Jones Ltd Stock,49.58,422.57,20951.02
8273731,8313,Buy,2023-12-05,Stock,"Diaz, Hess and Osborne Bond",16.64,651.71,10844.45
9417279,6661,Dividend,2024-08-07,Stock,"Garcia, Moon and Turner Mutual Fund",22.86,886.25,20259.67
6830503,3862,Sell,2024-04-12,Real Estate,Austin Group Stock,10.11,59.0,596.49
3451853,3300,Sell,2023-07-29,Real Estate,Walker and Sons Real Estate,23.12,119.05,2752.44
2571148,7027,Dividend,2023-03-11,Real Estate,Luna-Terry Stock,29.8,472.57,14082.59
7740028,1471,Buy,2023-04-05,Mutual Fund,Walker-Mendez Bond,15.22,379.46,5775.38
8664992,1410,Buy,2024-08-30,Bond,"Mueller, Durham and Carlson Stock",28.21,705.34,19897.64
6140031,2720,Dividend,2023-05-16,Mutual Fund,"Adams, Brown and Hunt Mutual Fund",63.86,86.19,5504.09
6192535,4862,Buy,2024-01-20,Mutual Fund,Santos Ltd Real Estate,73.07,992.68,72535.13
4778984,5264,Buy,2023-06-21,Bond,Powell-Doyle Stock,22.66,573.42,12993.7
4200226,9566,Buy,2023-03-24,Bond,Romero LLC Mutual Fund,45.75,922.92,42223.59
4425076,9031,Sell,2023-07-17,Stock,Howard-Smith Real Estate,60.11,561.01,33722.31
7329944,3258,Buy,2023-04-12,Mutual Fund,Johnson-Brown Mutual Fund,47.35,609.28,28849.41
8482910,8368,Buy,2024-04-08,Mutual Fund,Bryant-Charles Real Estate,93.46,474.82,44376.68
7396730,7858,Sell,2023-07-02,Real Estate,"Burgess, Washington and French Stock",75.03,172.31,12928.42
6462662,7654,Dividend,2023-09-03,Mutual Fund,"Carter, Murphy and Evans Stock",28.13,749.97,21096.66
5885524,2439,Sell,2023-04-26,Mutual Fund,"Hughes, Gilbert and Richmond Real Estate",26.0,910.53,23673.78
4499371,5136,Sell,2022-11-01,Stock,Browning-Young Bond,34.72,392.93,13642.53
4955624,9525,Dividend,2023-10-21,Stock,Bryant-Dodson Stock,63.56,810.97,51545.25
9045283,1204,Sell,2023-11-18,Mutual Fund,Alexander and Sons Stock,17.91,294.45,5273.6
5425419,9116,Buy,2024-04-08,Bond,"Montgomery, Graham and Mullins Mutual Fund",39.52,585.29,23130.66
2896517,8368,Dividend,2024-01-01,Real Estate,Thompson PLC Stock,13.29,460.53,6120.44
2217093,5792,Dividend,2024-09-06,Real Estate,"Cabrera, Parker and Riley Real Estate",55.01,201.44,11081.21
2670980,3725,Dividend,2022-10-04,Mutual Fund,"Rogers, Adams and Mills Stock",69.57,253.86,17661.04
8339264,9015,Sell,2022-09-26,Mutual Fund,White-Jordan Real Estate,56.27,209.52,11789.69
7251375,9427,Sell,2023-07-15,Stock,"Watts, Buckley and Hamilton Real Estate",56.39,278.85,15724.35
5323143,1770,Buy,2024-01-21,Real Estate,Moore PLC Stock,37.37,683.05,25525.58
7509304,1204,Sell,2024-03-08,Real Estate,Chapman and Sons Bond,89.32,384.94,34382.84
7939522,4007,Dividend,2023-06-27,Real Estate,Jefferson LLC Real Estate,80.04,490.08,39226.0
8734790,6369,Sell,2023-02-18,Bond,"Harding, Black and Moore Stock",59.37,609.45,36183.05
8259247,9656,Buy,2023-01-27,Real Estate,"Nelson, Burgess and Shelton Mutual Fund",60.58,482.8,29248.02
8745787,8582,Buy,2023-03-26,Real Estate,Murray-Callahan Stock,97.45,787.34,76726.28
7395632,8996,Dividend,2023-11-30,Stock,Bowen-Daniels Stock,88.9,477.78,42474.64
9118805,1204,Buy,2023-04-07,Stock,Baker-Johnson Stock,46.61,132.89,6194.0
6033886,9236,Buy,2024-04-15,Bond,Fox and Sons Stock,15.36,938.93,14421.96
2084997,9566,Buy,2023-02-02,Bond,Lee-Mccarthy Bond,36.24,892.16,32331.88
3701944,1410,Dividend,2024-03-07,Stock,"Brooks, Woods and Miller Mutual Fund",90.76,980.83,89020.13
5922592,8032,Sell,2023-06-01,Real Estate,"Lara, Pittman and Church Stock",26.47,211.35,5594.43
1020026,3300,Sell,2023-08-23,Mutual Fund,"Nelson, Fry and Campbell Real Estate",88.63,903.14,80045.3
2891231,1029,Sell,2023-07-11,Stock,"Long, Johnson and Mckee Bond",48.03,475.04,22816.17
6971503,7756,Sell,2023-03-04,Bond,"Montgomery, Graham and Mullins Mutual Fund",61.04,269.99,16480.19
6931076,1845,Sell,2024-06-08,Mutual Fund,Preston-Mullen Real Estate,53.11,55.99,2973.63
9804704,9698,Dividend,2023-12-17,Bond,"Hudson, Johnson and Rojas Mutual Fund",78.6,631.79,49658.69
8690541,1204,Buy,2024-08-20,Mutual Fund,Murphy Ltd Stock,43.46,889.53,38658.97
6136929,6750,Dividend,2024-03-07,Real Estate,Taylor-Grant Real Estate,60.56,486.48,29461.23
3131416,2304,Buy,2024-03-08,Real Estate,"Watts, Buckley and Hamilton Real Estate",11.41,141.43,1613.72
4516099,5396,Dividend,2024-07-26,Bond,Miller-Chan Stock,56.58,730.84,41350.93
1683241,3302,Sell,2024-09-16,Real Estate,Morris-Schmidt Mutual Fund,97.05,51.07,4956.34
6677706,2131,Dividend,2024-06-29,Real Estate,Blanchard-Maynard Bond,79.21,237.53,18814.75
8250720,3302,Sell,2023-10-14,Bond,Saunders Ltd Real Estate,84.86,332.93,28252.44
3010202,2697,Buy,2023-08-12,Bond,Phillips-Barrett Real Estate,88.14,60.24,5309.55
4721537,7634,Buy,2023-08-11,Stock,"Johnson, Boone and Rose Bond",16.73,301.47,5043.59
7562234,3758,Dividend,2024-08-04,Mutual Fund,Calhoun PLC Bond,53.95,619.36,33414.47
9628830,7691,Buy,2023-03-10,Mutual Fund,Nelson Inc Bond,66.94,999.71,66920.59
4031294,2598,Buy,2023-01-29,Bond,"Sanford, Hurst and Fletcher Bond",61.82,694.17,42913.59
7774207,7602,Buy,2024-09-13,Stock,Lee LLC Stock,12.7,135.68,1723.14
1318624,5792,Sell,2023-07-10,Stock,Murphy Ltd Stock,63.61,555.76,35351.89
9762919,1204,Buy,2024-01-26,Bond,Rice and Sons Real Estate,59.34,844.94,50138.74
2038968,9031,Buy,2022-10-01,Real Estate,Huynh-Pace Real Estate,57.77,86.57,5001.15
1803789,2142,Sell,2024-08-17,Real Estate,Rogers-Lambert Real Estate,48.58,852.78,41428.05
3278331,9015,Sell,2022-11-17,Stock,Brown-Perez Bond,97.88,388.03,37980.38
5394125,1784,Dividend,2024-06-28,Real Estate,Miller Ltd Mutual Fund,90.12,71.78,6468.81
6174130,1471,Sell,2024-07-05,Real Estate,Walker-Alexander Mutual Fund,37.73,126.17,4760.39
3010984,4771,Buy,2023-08-26,Mutual Fund,Gibson Ltd Bond,26.99,143.47,3872.26
2873495,2304,Buy,2023-12-18,Real Estate,Johnson-Zuniga Mutual Fund,62.85,539.8,33926.43
9619654,3109,Buy,2023-02-10,Real Estate,Turner-Young Bond,97.13,914.66,88840.93
8856051,9236,Buy,2023-09-02,Bond,Roberts Ltd Real Estate,87.28,56.99,4974.09
1983951,2448,Buy,2023-04-19,Mutual Fund,Barr-Stanley Mutual Fund,61.18,462.59,28301.26
5254267,1471,Buy,2024-06-17,Bond,Pearson Ltd Stock,88.64,456.29,40445.55
5006652,8853,Dividend,2023-09-29,Bond,"Montoya, Goodwin and Chambers Real Estate",44.55,471.81,21019.14
4693430,6240,Sell,2024-05-02,Stock,Miller Ltd Stock,93.72,920.23,86243.96
9187998,6070,Sell,2024-03-19,Mutual Fund,Anderson-Wood Mutual Fund,78.6,721.38,56700.47
5771850,7983,Dividend,2024-05-08,Real Estate,"Cuevas, Palmer and Murphy Bond",37.13,66.84,2481.77
8967752,7948,Sell,2023-09-27,Real Estate,Colon Inc Stock,35.72,210.63,7523.7
6179644,4566,Dividend,2024-03-26,Real Estate,"Hull, Clark and Mata Stock",19.92,894.87,17825.81
7089134,5631,Buy,2023-06-05,Stock,Howell Group Real Estate,17.84,500.42,8927.49
8444584,9730,Sell,2023-06-04,Stock,"Patterson, Schneider and Payne Mutual Fund",68.1,396.43,26996.88
9381971,5318,Buy,2023-12-20,Mutual Fund,Beck and Sons Stock,75.92,159.82,12133.53
1167045,1932,Sell,2023-02-14,Real Estate,Jefferson Ltd Stock,73.24,545.32,39939.24
4987710,3120,Dividend,2024-09-06,Mutual Fund,Scott-Dougherty Real Estate,60.11,847.32,50932.41
8436637,5631,Dividend,2024-08-02,Mutual Fund,Graves Ltd Bond,9.23,827.91,7641.61
9884368,7976,Dividend,2023-09-25,Stock,"Calhoun, Mayo and Williams Mutual Fund",28.33,546.88,15493.11
8245528,9353,Dividend,2023-07-15,Bond,"Lewis, Smith and Evans Mutual Fund",59.3,499.4,29614.42
3729821,6661,Sell,2024-09-19,Stock,Richardson-Carroll Mutual Fund,1.26,863.51,1088.02
4185372,5968,Dividend,2022-12-24,Stock,Lewis-Pittman Real Estate,48.77,870.18,42438.68
6008370,7049,Sell,2022-12-24,Mutual Fund,Jefferson LLC Real Estate,72.56,653.83,47441.9
4140154,8977,Sell,2023-02-05,Real Estate,White-Gutierrez Stock,41.0,746.2,30594.2
8223013,8356,Buy,2023-12-09,Bond,Blanchard-Maynard Bond,46.19,564.99,26096.89
1217196,5227,Dividend,2023-12-11,Mutual Fund,Lowe-Anthony Bond,84.36,473.21,39920.0
6180667,7046,Sell,2023-03-25,Real Estate,Nelson Inc Bond,31.72,279.22,8856.86
8336090,1845,Sell,2023-09-01,Bond,Koch-Hernandez Bond,90.99,733.3,66722.97
3140987,7027,Dividend,2024-01-12,Bond,Wang Ltd Bond,63.05,538.55,33955.58
7798491,3900,Dividend,2023-05-13,Stock,"Day, Lee and Riley Stock",86.58,873.15,75597.33
8010101,9656,Buy,2023-02-19,Stock,Patterson-Harris Mutual Fund,7.06,740.55,5228.28
6860628,4700,Buy,2024-06-05,Stock,Hopkins-Sweeney Mutual Fund,41.4,402.17,16649.84
3877775,1558,Buy,2024-01-24,Stock,"Mills, Miller and Meyer Stock",54.6,486.12,26542.15
6228339,8907,Dividend,2023-08-12,Stock,Peters-Winters Mutual Fund,29.21,922.47,26945.35
4932539,1405,Dividend,2023-03-21,Stock,Bryant Inc Real Estate,25.82,425.16,10977.63
2479207,8616,Sell,2023-03-26,Stock,"May, Ayala and Daniels Bond",68.8,324.17,22302.9
1051396,7654,Dividend,2024-04-15,Bond,"Bell, Clayton and Smith Mutual Fund",48.72,408.33,19893.84
4267485,9751,Buy,2023-08-11,Mutual Fund,Carlson-Oliver Bond,28.75,405.23,11650.36
7916825,4351,Buy,2024-01-29,Stock,"Vega, Scott and Torres Bond",91.53,502.12,45959.04
2203540,2697,Sell,2024-03-06,Bond,Briggs-Hansen Bond,73.22,913.15,66860.84
3513524,4390,Sell,2022-12-23,Bond,Mcdonald-Nielsen Mutual Fund,63.55,717.99,45628.26
2230496,1666,Dividend,2023-11-13,Mutual Fund,Herrera PLC Mutual Fund,27.96,597.29,16700.23
7068096,5044,Buy,2024-03-06,Stock,"Wilson, Gray and Key Stock",13.73,289.61,3976.35
2416720,5663,Sell,2024-09-15,Stock,Smith PLC Real Estate,15.02,379.15,5694.83
6704108,4862,Sell,2022-11-04,Stock,"Cook, Davis and Leonard Real Estate",1.76,115.08,202.54
2769710,3574,Buy,2023-11-26,Bond,Mcgee PLC Stock,33.91,342.32,11608.07
7518165,8002,Dividend,2023-10-10,Real Estate,"Montoya, Goodwin and Chambers Real Estate",77.23,212.92,16443.81
6730254,2150,Dividend,2024-08-05,Mutual Fund,Jones Ltd Stock,93.51,328.58,30725.52
5190198,5396,Buy,2024-03-01,Stock,Roberts-Gray Real Estate,58.77,828.07,48665.67
8987906,6416,Sell,2024-06-17,Mutual Fund,Murphy Ltd Stock,78.45,557.33,43722.54
8233445,2157,Buy,2024-01-09,Stock,Smith Group Bond,68.11,689.25,46944.82
6985611,6240,Sell,2024-07-31,Real Estate,Le-Payne Mutual Fund,97.72,915.42,89454.84
3702660,2697,Sell,2023-06-05,Real Estate,White Ltd Stock,38.98,847.28,33026.97
2630408,8975,Buy,2024-09-04,Stock,Carpenter PLC Stock,94.65,704.05,66638.33
3523837,4862,Buy,2023-03-06,Bond,Webb PLC Mutual Fund,64.32,736.68,47383.26
6077920,5792,Dividend,2023-09-17,Real Estate,"Johnson, Flores and James Stock",67.46,60.83,4103.59
8452972,5318,Buy,2024-07-11,Bond,"Webb, Le and Martinez Bond",30.72,850.85,26138.11
7277260,6750,Buy,2023-06-19,Stock,Forbes-Baker Mutual Fund,40.05,698.46,27973.32
8030329,1858,Buy,2023-11-23,Mutual Fund,Morales PLC Bond,9.3,846.06,7868.36
2838277,6070,Buy,2024-04-13,Stock,Sellers LLC Mutual Fund,6.8,599.27,4075.04
3124165,2363,Buy,2023-11-04,Real Estate,Johnson-Williams Bond,22.92,636.26,14583.08
7233790,9733,Sell,2024-01-22,Bond,Estes PLC Bond,90.44,103.14,9327.98
7316841,1858,Dividend,2024-04-20,Stock,Baker-Gilbert Mutual Fund,80.35,648.69,52122.24
6179374,5631,Dividend,2024-09-24,Bond,Velez Group Bond,53.77,678.24,36468.96
8168678,8616,Buy,2024-08-08,Real Estate,"Hebert, Cordova and Blake Real Estate",84.45,147.0,12414.15
9664000,9866,Dividend,2023-06-26,Mutual Fund,Anderson and Sons Stock,19.1,707.99,13522.61
9440459,3258,Dividend,2023-08-08,Real Estate,Hall-Thomas Mutual Fund,33.97,296.19,10061.57
1920297,7046,Sell,2022-11-16,Real Estate,Aguirre Ltd Bond,15.45,846.27,13074.87
3594143,4390,Sell,2022-10-07,Bond,Wilson-Stuart Real Estate,55.67,802.07,44651.24
2700172,3504,Dividend,2024-08-27,Mutual Fund,Golden Ltd Stock,11.41,618.68,7059.14
3470103,6369,Dividend,2023-06-18,Mutual Fund,Lyons PLC Real Estate,94.85,335.14,31788.03
9229550,3778,Dividend,2024-05-03,Mutual Fund,Hall-Long Stock,13.28,747.57,9927.73
7046562,4877,Dividend,2024-05-06,Stock,Hernandez Inc Stock,4.62,631.52,2917.62
4479578,5541,Dividend,2023-08-06,Mutual Fund,"Watts, Buckley and Hamilton Real Estate",67.51,62.1,4192.37
6917642,7581,Buy,2023-08-04,Real Estate,"Sims, Oliver and Lee Real Estate",52.5,675.07,35441.18
2243467,7858,Dividend,2024-07-13,Real Estate,Anderson-Alvarado Real Estate,40.96,648.62,26567.48
8008121,1410,Sell,2022-11-24,Mutual Fund,"Garcia, Duncan and Ferrell Bond",69.6,417.49,29057.3
8563364,7258,Buy,2022-11-25,Mutual Fund,"Hall, Williams and Thomas Stock",84.71,385.26,32635.37
9029501,7948,Buy,2024-08-04,Bond,"Montoya, Goodwin and Chambers Real Estate",46.7,106.7,4982.89
2210397,5431,Dividend,2023-07-08,Stock,"Cruz, Jones and Owens Bond",93.32,135.85,12677.52
8428390,6263,Buy,2023-02-28,Bond,Williams-Marquez Mutual Fund,41.48,695.89,28865.52
4446036,6444,Dividend,2024-08-03,Bond,"Medina, Fowler and Gutierrez Stock",39.54,401.01,15855.94
7982177,8582,Buy,2023-11-10,Real Estate,Ortega LLC Stock,89.32,987.51,88204.39
9380767,8368,Sell,2023-07-07,Real Estate,David-Keith Bond,93.03,412.92,38413.95
4809523,6369,Dividend,2022-10-27,Mutual Fund,Gillespie and Sons Mutual Fund,87.18,313.34,27316.98
2966548,2363,Buy,2023-02-08,Real Estate,Montoya-Morrison Bond,20.42,626.04,12783.74
4051993,1932,Buy,2023-07-04,Mutual Fund,Kelly Inc Stock,30.83,384.78,11862.77
7349362,7071,Dividend,2023-03-15,Real Estate,Morrison PLC Stock,45.15,147.74,6670.46
2019252,3120,Buy,2022-10-24,Real Estate,Briggs-Hansen Bond,60.02,417.67,25068.55
8841201,4993,Buy,2023-02-26,Real Estate,"Hall, Williams and Thomas Stock",73.87,830.63,61358.64
7469995,7581,Buy,2023-04-02,Bond,Stevens and Sons Stock,77.96,402.25,31359.41
8125706,6258,Dividend,2024-05-30,Real Estate,"Rivera, Hayes and Hurley Mutual Fund",17.29,506.04,8749.43
1816783,3558,Sell,2022-11-22,Mutual Fund,Le-Payne Mutual Fund,69.33,911.89,63221.33
9436762,9015,Buy,2022-11-27,Bond,Walker-Alexander Mutual Fund,1.72,726.46,1249.51
1978002,5158,Buy,2022-10-01,Stock,"Greer, Ramirez and Delgado Mutual Fund",58.79,176.74,10390.54
9906132,9656,Dividend,2024-07-09,Real Estate,Smith Group Bond,1.5,774.14,1161.21
7028814,3900,Dividend,2023-10-07,Bond,Perez-Parker Real Estate,59.84,574.44,34374.49
5160479,8625,Dividend,2023-06-06,Stock,"Hall, Franklin and Miller Stock",51.33,649.31,33329.08
5705648,1558,Sell,2023-05-21,Bond,Weaver PLC Real Estate,59.2,881.95,52211.44
7929277,1784,Buy,2024-07-02,Mutual Fund,"Giles, Page and Hunt Mutual Fund",96.74,937.8,90722.77
6154670,5227,Sell,2022-10-23,Bond,"Sims, Oliver and Lee Real Estate",14.58,929.42,13550.94
9810613,5044,Dividend,2024-03-02,Stock,"Marshall, Mitchell and Wise Mutual Fund",85.58,335.24,28689.84
8603508,5559,Dividend,2023-10-01,Mutual Fund,"Mejia, Whitehead and Grimes Mutual Fund",29.84,172.5,5147.4
8744551,8356,Buy,2024-09-22,Bond,Anderson-Alvarado Real Estate,46.29,552.72,25585.41
3709986,7159,Buy,2024-02-28,Stock,Oneill Group Stock,15.63,94.04,1469.85
2346448,3900,Buy,2023-01-15,Bond,"Velez, Cummings and Callahan Bond",56.02,916.66,51351.29
3367164,1138,Buy,2024-01-24,Bond,Hampton LLC Mutual Fund,67.47,623.64,42076.99
1317933,9525,Buy,2023-09-05,Stock,Burns Group Real Estate,64.96,617.9,40138.78
5226899,3938,Dividend,2022-12-18,Stock,Butler LLC Mutual Fund,64.02,551.66,35317.27
1684073,7172,Sell,2024-02-02,Stock,"Davidson, Murphy and Johnson Real Estate",48.28,358.0,17284.24
7142489,9866,Dividend,2023-07-18,Bond,Hall-Long Stock,52.86,511.62,27044.23
1380487,9525,Sell,2023-02-13,Bond,Bishop-Li Real Estate,50.69,921.63,46717.42
5744704,2382,Buy,2024-01-31,Stock,Kirk-Walsh Real Estate,24.28,776.59,18855.61
1382295,3640,Buy,2024-04-13,Mutual Fund,"Matthews, Bailey and Sellers Bond",1.36,986.84,1342.1
3637853,6218,Sell,2024-07-24,Mutual Fund,Robinson LLC Stock,22.1,716.86,15842.61
5224144,5007,Buy,2024-04-16,Real Estate,Wright PLC Bond,85.84,548.77,47106.42
5287656,9353,Buy,2024-02-11,Stock,Perez Group Real Estate,25.07,127.65,3200.19
2318067,3112,Sell,2024-08-28,Real Estate,Calhoun PLC Bond,87.58,871.97,76367.13
3572306,8234,Dividend,2023-06-18,Stock,Santos Ltd Real Estate,53.02,810.57,42976.42
8649416,6444,Buy,2024-09-06,Real Estate,"Velez, Wilson and Salazar Bond",55.17,372.76,20565.17
4956635,4771,Buy,2023-05-19,Mutual Fund,Stuart LLC Mutual Fund,32.49,92.82,3015.72
1761311,7172,Sell,2024-01-01,Stock,Nelson Inc Bond,32.72,105.16,3440.84
8351141,9566,Sell,2023-03-22,Stock,"Howard, Patton and Anderson Mutual Fund",13.57,931.79,12644.39
8590608,3302,Dividend,2023-06-27,Real Estate,"Faulkner, Barker and Cannon Bond",2.82,651.27,1836.58
9380998,6240,Sell,2024-01-02,Real Estate,Anderson-Alvarado Real Estate,61.1,577.75,35300.53
3590156,2678,Sell,2024-03-23,Real Estate,"Long, Little and Williams Mutual Fund",73.25,900.23,65941.85
7453178,1787,Dividend,2023-02-02,Stock,Sheppard Inc Real Estate,70.71,246.59,17436.38
3810242,7655,Dividend,2024-05-28,Stock,Martin-Boyd Mutual Fund,9.17,680.36,6238.9
9085588,8002,Buy,2022-10-27,Real Estate,Lewis Ltd Real Estate,81.08,438.89,35585.2
2736673,5663,Buy,2023-05-08,Real Estate,"Lucero, Miller and Herrera Bond",5.62,275.87,1550.39
3837692,2253,Buy,2023-04-17,Stock,Jones Group Mutual Fund,86.92,277.15,24089.88
3574031,3112,Buy,2024-02-08,Mutual Fund,"Cabrera, Mcfarland and Nelson Real Estate",9.55,417.43,3986.46
6349607,1410,Buy,2022-10-10,Mutual Fund,"Perez, Glover and Cross Real Estate",21.73,375.01,8148.97
5262635,4919,Dividend,2023-04-06,Mutual Fund,"Wright, Wright and Olson Real Estate",25.69,789.58,20284.31
2619130,7159,Sell,2023-12-27,Stock,Boone Inc Mutual Fund,85.56,74.31,6357.96
5749453,8032,Sell,2022-12-29,Mutual Fund,"Glover, Lawson and Olson Bond",54.76,942.22,51595.97
4781920,5136,Buy,2023-01-15,Mutual Fund,"Jennings, Fisher and Hicks Stock",12.12,462.48,5605.26
9306201,5264,Buy,2023-01-24,Stock,Mclean-Newton Bond,83.54,929.19,77624.53
6707461,8353,Sell,2024-08-01,Stock,"Taylor, Best and Adams Bond",64.2,773.47,49656.77
4528311,7691,Buy,2024-01-02,Bond,Levy-Harris Real Estate,3.97,593.07,2354.49
5385384,9044,Dividend,2024-09-03,Real Estate,Calhoun PLC Bond,55.63,830.25,46186.81
5599966,1204,Dividend,2022-12-08,Mutual Fund,"Meza, Parker and Robbins Mutual Fund",50.43,558.53,28166.67
3063707,4321,Dividend,2024-06-16,Stock,"Stout, Gomez and Knapp Mutual Fund",18.07,152.7,2759.29
9219071,7071,Buy,2024-07-07,Mutual Fund,Martinez PLC Real Estate,7.15,949.26,6787.21
8141944,5663,Buy,2023-05-20,Stock,Hernandez-Kim Mutual Fund,16.32,237.51,3876.16
1646153,7265,Dividend,2023-06-05,Bond,Jones-Fletcher Stock,23.93,192.57,4608.2
5112249,1029,Dividend,2022-10-17,Stock,"Rivera, Hayes and Hurley Mutual Fund",64.0,906.94,58044.16
8271297,2525,Dividend,2023-07-05,Stock,"Houston, Meadows and Hurst Stock",81.2,217.86,17690.23
1803694,9063,Sell,2024-05-30,Real Estate,"Meza, Parker and Robbins Mutual Fund",81.95,167.84,13754.49
9298463,3300,Sell,2023-11-27,Real Estate,Bryant-Charles Real Estate,46.0,625.77,28785.42
5279566,9900,Sell,2023-07-30,Bond,Murphy PLC Mutual Fund,75.42,781.41,58933.94
9180714,7747,Buy,2023-08-29,Bond,Terry-Garcia Real Estate,25.73,304.02,7822.43
6296228,6590,Dividend,2024-09-03,Bond,"Stephenson, Wilkinson and Pratt Bond",3.05,61.74,188.31
2353693,4771,Sell,2022-11-14,Stock,"Thompson, West and Bell Bond",92.86,746.83,69350.63
5770019,8977,Buy,2022-10-26,Bond,Scott-Dougherty Real Estate,6.78,60.18,408.02
5903571,5705,Buy,2022-12-09,Bond,Johnson PLC Mutual Fund,18.46,940.66,17364.58
7471332,8156,Buy,2022-10-19,Mutual Fund,"Montgomery, Graham and Mullins Mutual Fund",89.4,289.92,25918.85
5587942,1410,Buy,2024-01-25,Stock,Browning-Wagner Real Estate,48.97,333.29,16321.21
4097855,2823,Sell,2024-07-13,Real Estate,"Butler, Brady and Perkins Stock",41.54,361.82,15030.0
9631490,6369,Dividend,2024-09-23,Mutual Fund,"Richard, Jacobs and Day Mutual Fund",5.84,252.66,1475.53
9744634,5158,Dividend,2024-02-14,Bond,Johnson-Cross Mutual Fund,9.92,331.13,3284.81
5940364,7747,Sell,2023-12-20,Mutual Fund,Lawrence-Green Stock,16.74,692.47,11591.95
1028905,7747,Buy,2022-12-29,Real Estate,Pearson Ltd Stock,80.21,936.21,75093.4
5439432,1770,Dividend,2024-03-05,Stock,Jones-Rodriguez Bond,68.78,898.58,61804.33
1265700,3640,Dividend,2023-07-10,Real Estate,"Gardner, White and Cochran Real Estate",54.9,915.72,50273.03
5503606,6661,Sell,2023-08-28,Bond,Flores-Campbell Bond,40.96,686.34,28112.49
6157933,2079,Dividend,2024-07-24,Bond,Harris-Murphy Mutual Fund,37.42,967.35,36198.24
7561616,7634,Dividend,2023-10-25,Mutual Fund,Morrison PLC Stock,42.82,532.09,22784.09
2467323,2159,Buy,2023-12-01,Mutual Fund,Smith-Medina Mutual Fund,8.24,474.02,3905.92
9849290,1666,Buy,2022-09-27,Stock,Daniels-Day Real Estate,61.93,871.18,53952.18
2448651,4700,Sell,2024-01-29,Mutual Fund,Duran Ltd Bond,98.92,112.35,11113.66
1413354,7258,Sell,2022-11-07,Real Estate,Anderson PLC Real Estate,73.36,774.51,56818.05
7815552,2582,Buy,2024-02-01,Mutual Fund,"Mills, Miller and Meyer Stock",95.66,626.41,59922.38
1048128,9427,Dividend,2023-08-31,Mutual Fund,"Anderson, Marsh and Cline Real Estate",76.67,858.68,65835.0
4402417,2598,Buy,2024-09-01,Mutual Fund,Johnson PLC Bond,56.97,910.54,51873.46
8671374,6263,Sell,2024-07-02,Real Estate,"Lewis, Norris and Bell Mutual Fund",45.26,827.46,37450.84
6911617,5136,Sell,2024-04-30,Real Estate,"Wolf, Clark and Russo Stock",73.64,70.46,5188.67
6197067,8313,Dividend,2023-01-28,Stock,Mckenzie-Williams Bond,79.9,364.65,29135.53
7201546,3758,Dividend,2024-08-05,Real Estate,"Burgess, Washington and French Stock",85.15,224.1,19082.12
3757595,3725,Dividend,2023-05-22,Stock,Kent and Sons Bond,22.95,680.24,15611.51
1879935,2598,Sell,2023-09-26,Mutual Fund,"Wright, Wright and Olson Real Estate",53.1,442.41,23491.97
8607399,2157,Dividend,2023-01-30,Bond,King-Decker Stock,79.61,483.52,38493.03
5262328,1069,Buy,2023-05-16,Bond,Evans-Lee Bond,46.62,590.77,27541.7
4244075,9236,Buy,2023-05-08,Real Estate,Gomez-Delgado Mutual Fund,38.24,781.09,29868.88
3053369,2304,Sell,2024-08-16,Mutual Fund,Henry Ltd Real Estate,3.35,128.84,431.61
2132273,5933,Dividend,2023-01-15,Mutual Fund,Alexander and Sons Stock,8.89,939.84,8355.18
2492669,1029,Buy,2023-01-10,Stock,Little PLC Bond,39.47,162.33,6407.17
4367436,5390,Buy,2024-07-31,Mutual Fund,Gay Ltd Mutual Fund,63.25,524.12,33150.59
